Comunidad autónoma;Divisiones COICOP;Año;Total
Navarra (Comunidad Foral de);07. Transporte;2016;1.110.074
Navarra (Comunidad Foral de);07. Transporte;2017;1.260.538
Navarra (Comunidad Foral de);07. Transporte;2018;1.350.460
Navarra (Comunidad Foral de);07. Transporte;2019;1.395.733
Navarra (Comunidad Foral de);07. Transporte;2020;1.026.441
Navarra (Comunidad Foral de);07. Transporte;2021;1.210.895
Navarra (Comunidad Foral de);07. Transporte;2022 (P);1.337.596
Navarra (Comunidad Foral de);08. Información y comunicación;2016;295.943
Navarra (Comunidad Foral de);08. Información y comunicación;2017;312.440
Navarra (Comunidad Foral de);08. Información y comunicación;2018;326.354
Navarra (Comunidad Foral de);08. Información y comunicación;2019;326.642
Navarra (Comunidad Foral de);08. Información y comunicación;2020;326.810
Navarra (Comunidad Foral de);08. Información y comunicación;2021;343.620
Navarra (Comunidad Foral de);08. Información y comunicación;2022 (P);357.987
Navarra (Comunidad Foral de);09. Ocio, deporte y cultura;2016;631.455
Navarra (Comunidad Foral de);09. Ocio, deporte y cultura;2017;710.804
Navarra (Comunidad Foral de);09. Ocio, deporte y cultura;2018;766.826
Navarra (Comunidad Foral de);09. Ocio, deporte y cultura;2019;847.910
Navarra (Comunidad Foral de);09. Ocio, deporte y cultura;2020;526.386
Navarra (Comunidad Foral de);09. Ocio, deporte y cultura;2021;674.008
Navarra (Comunidad Foral de);09. Ocio, deporte y cultura;2022 (P);931.796
Navarra (Comunidad Foral de);10. Servicios para la educación;2016;185.050
Navarra (Comunidad Foral de);10. Servicios para la educación;2017;189.485
Navarra (Comunidad Foral de);10. Servicios para la educación;2018;193.003
Navarra (Comunidad Foral de);10. Servicios para la educación;2019;197.209
Navarra (Comunidad Foral de);10. Servicios para la educación;2020;194.284
Navarra (Comunidad Foral de);10. Servicios para la educación;2021;171.959
Navarra (Comunidad Foral de);10. Servicios para la educación;2022 (P);171.206
Navarra (Comunidad Foral de);11. Restaurantes y servicios de alojamiento;2016;1.331.861
Navarra (Comunidad Foral de);11. Restaurantes y servicios de alojamiento;2017;1.442.741
Navarra (Comunidad Foral de);11. Restaurantes y servicios de alojamiento;2018;1.476.540
Navarra (Comunidad Foral de);11. Restaurantes y servicios de alojamiento;2019;1.545.922
Navarra (Comunidad Foral de);11. Restaurantes y servicios de alojamiento;2020;862.260
Navarra (Comunidad Foral de);11. Restaurantes y servicios de alojamiento;2021;1.066.602
Navarra (Comunidad Foral de);11. Restaurantes y servicios de alojamiento;2022 (P);1.452.168
Navarra (Comunidad Foral de);12. Seguros y servicios financieros;2016;476.121
Navarra (Comunidad Foral de);12. Seguros y servicios financieros;2017;476.845
Navarra (Comunidad Foral de);12. Seguros y servicios financieros;2018;499.520
Navarra (Comunidad Foral de);12. Seguros y servicios financieros;2019;497.494
Navarra (Comunidad Foral de);12. Seguros y servicios financieros;2020;489.142
Navarra (Comunidad Foral de);12. Seguros y servicios financieros;2021;466.408
Navarra (Comunidad Foral de);12. Seguros y servicios financieros;2022 (P);541.638
Navarra (Comunidad Foral de);13. Cuidados personales, protección social y bienes y servicios varios;2016;516.207
Navarra (Comunidad Foral de);13. Cuidados personales, protección social y bienes y servicios varios;2017;544.260
Navarra (Comunidad Foral de);13. Cuidados personales, protección social y bienes y servicios varios;2018;565.815
Navarra (Comunidad Foral de);13. Cuidados personales, protección social y bienes y servicios varios;2019;589.256
Navarra (Comunidad Foral de);13. Cuidados personales, protección social y bienes y servicios varios;2020;506.565
Navarra (Comunidad Foral de);13. Cuidados personales, protección social y bienes y servicios varios;2021;541.982
Navarra (Comunidad Foral de);13. Cuidados personales, protección social y bienes y servicios varios;2022 (P);575.589
Navarra (Comunidad Foral de);Total gasto en consumo final de los hogares interior;2016;9.762.948
Navarra (Comunidad Foral de);Total gasto en consumo final de los hogares interior;2017;10.294.244
Navarra (Comunidad Foral de);Total gasto en consumo final de los hogares interior;2018;10.686.200
Navarra (Comunidad Foral de);Total gasto en consumo final de los hogares interior;2019;11.099.375
Navarra (Comunidad Foral de);Total gasto en consumo final de los hogares interior;2020;9.548.535
Navarra (Comunidad Foral de);Total gasto en consumo final de los hogares interior;2021;10.338.504
Navarra (Comunidad Foral de);Total gasto en consumo final de los hogares interior;2022 (P);11.443.078
Navarra (Comunidad Foral de);P.3. Gasto en consumo final de los hogares;2016;9.996.193
Navarra (Comunidad Foral de);P.3. Gasto en consumo final de los hogares;2017;10.531.989
Navarra (Comunidad Foral de);P.3. Gasto en consumo final de los hogares;2018;10.931.830
Navarra (Comunidad Foral de);P.3. Gasto en consumo final de los hogares;2019;11.263.213
Navarra (Comunidad Foral de);P.3. Gasto en consumo final de los hogares;2020;9.650.904
Navarra (Comunidad Foral de);P.3. Gasto en consumo final de los hogares;2021;10.566.201
Navarra (Comunidad Foral de);P.3. Gasto en consumo final de los hogares;2022 (P);11.708.498
Navarra (Comunidad Foral de);P.4. Consumo final efectivo de los hogares;2016;12.119.457
Navarra (Comunidad Foral de);P.4. Consumo final efectivo de los hogares;2017;12.713.818
Navarra (Comunidad Foral de);P.4. Consumo final efectivo de los hogares;2018;13.205.859
Navarra (Comunidad Foral de);P.4. Consumo final efectivo de los hogares;2019;13.679.629
Navarra (Comunidad Foral de);P.4. Consumo final efectivo de los hogares;2020;12.220.490
Navarra (Comunidad Foral de);P.4. Consumo final efectivo de los hogares;2021;13.286.923
Navarra (Comunidad Foral de);P.4. Consumo final efectivo de los hogares;2022 (P);14.549.192
País Vasco;01. Alimentos y bebidas no alcohólicas;2016;4.494.597
País Vasco;01. Alimentos y bebidas no alcohólicas;2017;4.514.271
País Vasco;01. Alimentos y bebidas no alcohólicas;2018;4.702.994
País Vasco;01. Alimentos y bebidas no alcohólicas;2019;4.781.830
País Vasco;01. Alimentos y bebidas no alcohólicas;2020;5.176.248
País Vasco;01. Alimentos y bebidas no alcohólicas;2021;4.995.261
País Vasco;01. Alimentos y bebidas no alcohólicas;2022 (P);5.205.485
País Vasco;02. Bebidas alcohólicas, tabaco y narcóticos;2016;1.475.562
País Vasco;02. Bebidas alcohólicas, tabaco y narcóticos;2017;1.464.675
País Vasco;02. Bebidas alcohólicas, tabaco y narcóticos;2018;1.481.245
País Vasco;02. Bebidas alcohólicas, tabaco y narcóticos;2019;1.499.565
País Vasco;02. Bebidas alcohólicas, tabaco y narcóticos;2020;1.580.966
País Vasco;02. Bebidas alcohólicas, tabaco y narcóticos;2021;1.575.201
País Vasco;02. Bebidas alcohólicas, tabaco y narcóticos;2022 (P);1.650.001
País Vasco;03. Artículos de vestir y calzado;2016;1.577.056
País Vasco;03. Artículos de vestir y calzado;2017;1.545.526
País Vasco;03. Artículos de vestir y calzado;2018;1.444.323
País Vasco;03. Artículos de vestir y calzado;2019;1.409.060
País Vasco;03. Artículos de vestir y calzado;2020;1.024.053
País Vasco;03. Artículos de vestir y calzado;2021;1.222.882
País Vasco;03. Artículos de vestir y calzado;2022 (P);1.318.869
País Vasco;04. Vivienda, agua, electricidad, gas y otros combustibles;2016;9.583.572
País Vasco;04. Vivienda, agua, electricidad, gas y otros combustibles;2017;9.770.922
País Vasco;04. Vivienda, agua, electricidad, gas y otros combustibles;2018;9.920.361
País Vasco;04. Vivienda, agua, electricidad, gas y otros combustibles;2019;10.065.422
País Vasco;04. Vivienda, agua, electricidad, gas y otros combustibles;2020;9.920.265
País Vasco;04. Vivienda, agua, electricidad, gas y otros combustibles;2021;10.305.476
País Vasco;04. Vivienda, agua, electricidad, gas y otros combustibles;2022 (P);10.770.277
País Vasco;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2016;1.614.996
País Vasco;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2017;1.644.263
País Vasco;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2018;1.676.582
País Vasco;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2019;1.642.584
País Vasco;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2020;1.514.192
País Vasco;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2021;1.719.756
País Vasco;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2022 (P);1.755.879
País Vasco;06. Salud;2016;1.424.289
País Vasco;06. Salud;2017;1.549.045
País Vasco;06. Salud;2018;1.622.089
País Vasco;06. Salud;2019;1.714.644
País Vasco;06. Salud;2020;1.579.009
País Vasco;06. Salud;2021;1.585.254
País Vasco;06. Salud;2022 (P);1.507.452
País Vasco;07. Transporte;2016;3.328.226
País Vasco;07. Transporte;2017;3.644.321
País Vasco;07. Transporte;2018;3.760.403
País Vasco;07. Transporte;2019;3.756.868
País Vasco;07. Transporte;2020;2.819.065
País Vasco;07. Transporte;2021;3.358.076
País Vasco;07. Transporte;2022 (P);3.781.200
País Vasco;08. Información y comunicación;2016;1.048.059
País Vasco;08. Información y comunicación;2017;1.084.522
País Vasco;08. Información y comunicación;2018;1.108.559
País Vasco;08. Información y comunicación;2019;1.088.911
País Vasco;08. Información y comunicación;2020;1.088.329
País Vasco;08. Información y comunicación;2021;1.142.216
País Vasco;08. Información y comunicación;2022 (P);1.197.978
País Vasco;09. Ocio, deporte y cultura;2016;2.192.275
País Vasco;09. Ocio, deporte y cultura;2017;2.326.557
País Vasco;09. Ocio, deporte y cultura;2018;2.301.586
País Vasco;09. Ocio, deporte y cultura;2019;2.454.760
País Vasco;09. Ocio, deporte y cultura;2020;1.516.150
País Vasco;09. Ocio, deporte y cultura;2021;1.977.261
País Vasco;09. Ocio, deporte y cultura;2022 (P);2.714.180
País Vasco;10. Servicios para la educación;2016;541.027
País Vasco;10. Servicios para la educación;2017;549.795
País Vasco;10. Servicios para la educación;2018;556.147
País Vasco;10. Servicios para la educación;2019;559.873
País Vasco;10. Servicios para la educación;2020;541.839
País Vasco;10. Servicios para la educación;2021;479.432
País Vasco;10. Servicios para la educación;2022 (P);480.554
País Vasco;11. Restaurantes y servicios de alojamiento;2016;4.307.017
País Vasco;11. Restaurantes y servicios de alojamiento;2017;4.538.586
País Vasco;11. Restaurantes y servicios de alojamiento;2018;4.512.489
País Vasco;11. Restaurantes y servicios de alojamiento;2019;4.503.787
País Vasco;11. Restaurantes y servicios de alojamiento;2020;2.885.750
País Vasco;11. Restaurantes y servicios de alojamiento;2021;3.411.659
País Vasco;11. Restaurantes y servicios de alojamiento;2022 (P);4.742.252
País Vasco;12. Seguros y servicios financieros;2016;1.662.152
País Vasco;12. Seguros y servicios financieros;2017;1.860.697
País Vasco;12. Seguros y servicios financieros;2018;1.957.787
País Vasco;12. Seguros y servicios financieros;2019;2.065.823
País Vasco;12. Seguros y servicios financieros;2020;2.127.609
País Vasco;12. Seguros y servicios financieros;2021;2.034.349
País Vasco;12. Seguros y servicios financieros;2022 (P);2.360.921
País Vasco;13. Cuidados personales, protección social y bienes y servicios varios;2016;1.852.699
País Vasco;13. Cuidados personales, protección social y bienes y servicios varios;2017;1.933.280
País Vasco;13. Cuidados personales, protección social y bienes y servicios varios;2018;1.958.406
País Vasco;13. Cuidados personales, protección social y bienes y servicios varios;2019;1.955.863
País Vasco;13. Cuidados personales, protección social y bienes y servicios varios;2020;1.654.342
País Vasco;13. Cuidados personales, protección social y bienes y servicios varios;2021;1.773.104
País Vasco;13. Cuidados personales, protección social y bienes y servicios varios;2022 (P);2.006.544
País Vasco;Total gasto en consumo final de los hogares interior;2016;35.101.527
País Vasco;Total gasto en consumo final de los hogares interior;2017;36.426.460
País Vasco;Total gasto en consumo final de los hogares interior;2018;37.002.971
País Vasco;Total gasto en consumo final de los hogares interior;2019;37.498.990
País Vasco;Total gasto en consumo final de los hogares interior;2020;33.427.817
País Vasco;Total gasto en consumo final de los hogares interior;2021;35.579.927
País Vasco;Total gasto en consumo final de los hogares interior;2022 (P);39.491.592
País Vasco;P.3. Gasto en consumo final de los hogares;2016;37.428.336
País Vasco;P.3. Gasto en consumo final de los hogares;2017;38.878.136
País Vasco;P.3. Gasto en consumo final de los hogares;2018;39.519.347
País Vasco;P.3. Gasto en consumo final de los hogares;2019;40.247.493
País Vasco;P.3. Gasto en consumo final de los hogares;2020;34.774.989
País Vasco;P.3. Gasto en consumo final de los hogares;2021;37.821.861
País Vasco;P.3. Gasto en consumo final de los hogares;2022 (P);42.130.749
País Vasco;P.4. Consumo final efectivo de los hogares;2016;45.817.282
País Vasco;P.4. Consumo final efectivo de los hogares;2017;47.393.240
País Vasco;P.4. Consumo final efectivo de los hogares;2018;48.215.401
País Vasco;P.4. Consumo final efectivo de los hogares;2019;49.548.366
País Vasco;P.4. Consumo final efectivo de los hogares;2020;44.230.054
País Vasco;P.4. Consumo final efectivo de los hogares;2021;47.929.880
País Vasco;P.4. Consumo final efectivo de los hogares;2022 (P);52.891.573
Rioja (La);01. Alimentos y bebidas no alcohólicas;2016;575.858
Rioja (La);01. Alimentos y bebidas no alcohólicas;2017;577.721
Rioja (La);01. Alimentos y bebidas no alcohólicas;2018;605.385
Rioja (La);01. Alimentos y bebidas no alcohólicas;2019;615.709
Rioja (La);01. Alimentos y bebidas no alcohólicas;2020;660.169
Rioja (La);01. Alimentos y bebidas no alcohólicas;2021;643.071
Rioja (La);01. Alimentos y bebidas no alcohólicas;2022 (P);674.284
Rioja (La);02. Bebidas alcohólicas, tabaco y narcóticos;2016;170.715
Rioja (La);02. Bebidas alcohólicas, tabaco y narcóticos;2017;168.695
Rioja (La);02. Bebidas alcohólicas, tabaco y narcóticos;2018;169.611
Rioja (La);02. Bebidas alcohólicas, tabaco y narcóticos;2019;166.520
Rioja (La);02. Bebidas alcohólicas, tabaco y narcóticos;2020;175.796
Rioja (La);02. Bebidas alcohólicas, tabaco y narcóticos;2021;175.582
Rioja (La);02. Bebidas alcohólicas, tabaco y narcóticos;2022 (P);188.953
Rioja (La);03. Artículos de vestir y calzado;2016;182.993
Rioja (La);03. Artículos de vestir y calzado;2017;187.440
Rioja (La);03. Artículos de vestir y calzado;2018;182.625
Rioja (La);03. Artículos de vestir y calzado;2019;190.338
Rioja (La);03. Artículos de vestir y calzado;2020;141.576
Rioja (La);03. Artículos de vestir y calzado;2021;169.976
Rioja (La);03. Artículos de vestir y calzado;2022 (P);192.772
Rioja (La);04. Vivienda, agua, electricidad, gas y otros combustibles;2016;994.051
Rioja (La);04. Vivienda, agua, electricidad, gas y otros combustibles;2017;1.026.053
Rioja (La);04. Vivienda, agua, electricidad, gas y otros combustibles;2018;1.041.341
Rioja (La);04. Vivienda, agua, electricidad, gas y otros combustibles;2019;1.058.907
Rioja (La);04. Vivienda, agua, electricidad, gas y otros combustibles;2020;1.035.943
Rioja (La);04. Vivienda, agua, electricidad, gas y otros combustibles;2021;1.099.741
Rioja (La);04. Vivienda, agua, electricidad, gas y otros combustibles;2022 (P);1.166.467
Rioja (La);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2016;196.437
Rioja (La);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2017;205.146
Rioja (La);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2018;208.336
Rioja (La);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2019;209.051
Rioja (La);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2020;190.358
Rioja (La);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2021;220.089
Rioja (La);05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2022 (P);227.395
Rioja (La);06. Salud;2016;189.520
Rioja (La);06. Salud;2017;200.286
Rioja (La);06. Salud;2018;210.084
Rioja (La);06. Salud;2019;229.736
Rioja (La);06. Salud;2020;220.212
Rioja (La);06. Salud;2021;225.519
Rioja (La);06. Salud;2022 (P);224.065
Rioja (La);07. Transporte;2016;514.437
Rioja (La);07. Transporte;2017;562.595
Rioja (La);07. Transporte;2018;590.053
Rioja (La);07. Transporte;2019;586.981
Rioja (La);07. Transporte;2020;414.512
Rioja (La);07. Transporte;2021;480.240
Rioja (La);07. Transporte;2022 (P);545.377
Rioja (La);08. Información y comunicación;2016;133.203
Rioja (La);08. Información y comunicación;2017;138.548
Rioja (La);08. Información y comunicación;2018;142.475
Rioja (La);08. Información y comunicación;2019;140.806
Rioja (La);08. Información y comunicación;2020;141.129
Rioja (La);08. Información y comunicación;2021;153.672
Rioja (La);08. Información y comunicación;2022 (P);169.332
Rioja (La);09. Ocio, deporte y cultura;2016;262.712
Rioja (La);09. Ocio, deporte y cultura;2017;278.236
Rioja (La);09. Ocio, deporte y cultura;2018;282.010
Rioja (La);09. Ocio, deporte y cultura;2019;281.539
Rioja (La);09. Ocio, deporte y cultura;2020;178.001
Rioja (La);09. Ocio, deporte y cultura;2021;269.355
Rioja (La);09. Ocio, deporte y cultura;2022 (P);417.109
Rioja (La);10. Servicios para la educación;2016;104.437
Rioja (La);10. Servicios para la educación;2017;107.333
Rioja (La);10. Servicios para la educación;2018;110.797
Rioja (La);10. Servicios para la educación;2019;114.699
Rioja (La);10. Servicios para la educación;2020;117.742
Rioja (La);10. Servicios para la educación;2021;111.757
Rioja (La);10. Servicios para la educación;2022 (P);120.882
Rioja (La);11. Restaurantes y servicios de alojamiento;2016;581.540
Rioja (La);11. Restaurantes y servicios de alojamiento;2017;649.371
Rioja (La);11. Restaurantes y servicios de alojamiento;2018;654.612
Rioja (La);11. Restaurantes y servicios de alojamiento;2019;691.586
Rioja (La);11. Restaurantes y servicios de alojamiento;2020;396.677
Rioja (La);11. Restaurantes y servicios de alojamiento;2021;514.490
Rioja (La);11. Restaurantes y servicios de alojamiento;2022 (P);673.110
Rioja (La);12. Seguros y servicios financieros;2016;207.547
Rioja (La);12. Seguros y servicios financieros;2017;209.404
Rioja (La);12. Seguros y servicios financieros;2018;221.784
Rioja (La);12. Seguros y servicios financieros;2019;224.095
Rioja (La);12. Seguros y servicios financieros;2020;221.952
Rioja (La);12. Seguros y servicios financieros;2021;209.272
Rioja (La);12. Seguros y servicios financieros;2022 (P);247.777
Rioja (La);13. Cuidados personales, protección social y bienes y servicios varios;2016;235.972
Rioja (La);13. Cuidados personales, protección social y bienes y servicios varios;2017;246.147
Rioja (La);13. Cuidados personales, protección social y bienes y servicios varios;2018;243.701
Rioja (La);13. Cuidados personales, protección social y bienes y servicios varios;2019;257.521
Rioja (La);13. Cuidados personales, protección social y bienes y servicios varios;2020;221.690
Rioja (La);13. Cuidados personales, protección social y bienes y servicios varios;2021;246.887
Rioja (La);13. Cuidados personales, protección social y bienes y servicios varios;2022 (P);285.210
Rioja (La);Total gasto en consumo final de los hogares interior;2016;4.349.422
Rioja (La);Total gasto en consumo final de los hogares interior;2017;4.556.975
Rioja (La);Total gasto en consumo final de los hogares interior;2018;4.662.814
Rioja (La);Total gasto en consumo final de los hogares interior;2019;4.767.488
Rioja (La);Total gasto en consumo final de los hogares interior;2020;4.115.757
Rioja (La);Total gasto en consumo final de los hogares interior;2021;4.519.651
Rioja (La);Total gasto en consumo final de los hogares interior;2022 (P);5.132.733
Rioja (La);P.3. Gasto en consumo final de los hogares;2016;4.279.039
Rioja (La);P.3. Gasto en consumo final de los hogares;2017;4.457.636
Rioja (La);P.3. Gasto en consumo final de los hogares;2018;4.588.656
Rioja (La);P.3. Gasto en consumo final de los hogares;2019;4.657.550
Rioja (La);P.3. Gasto en consumo final de los hogares;2020;4.057.992
Rioja (La);P.3. Gasto en consumo final de los hogares;2021;4.442.369
Rioja (La);P.3. Gasto en consumo final de los hogares;2022 (P);5.073.116
Rioja (La);P.4. Consumo final efectivo de los hogares;2016;5.275.738
Rioja (La);P.4. Consumo final efectivo de los hogares;2017;5.459.589
Rioja (La);P.4. Consumo final efectivo de los hogares;2018;5.614.782
Rioja (La);P.4. Consumo final efectivo de los hogares;2019;5.731.716
Rioja (La);P.4. Consumo final efectivo de los hogares;2020;5.192.226
Rioja (La);P.4. Consumo final efectivo de los hogares;2021;5.637.788
Rioja (La);P.4. Consumo final efectivo de los hogares;2022 (P);6.349.835
Ceuta;01. Alimentos y bebidas no alcohólicas;2016;122.550
Ceuta;01. Alimentos y bebidas no alcohólicas;2017;126.124
Ceuta;01. Alimentos y bebidas no alcohólicas;2018;127.470
Ceuta;01. Alimentos y bebidas no alcohólicas;2019;124.043
Ceuta;01. Alimentos y bebidas no alcohólicas;2020;129.626
Ceuta;01. Alimentos y bebidas no alcohólicas;2021;128.875
Ceuta;01. Alimentos y bebidas no alcohólicas;2022 (P);138.239
Ceuta;02. Bebidas alcohólicas, tabaco y narcóticos;2016;36.589
Ceuta;02. Bebidas alcohólicas, tabaco y narcóticos;2017;34.571
Ceuta;02. Bebidas alcohólicas, tabaco y narcóticos;2018;34.179
Ceuta;02. Bebidas alcohólicas, tabaco y narcóticos;2019;37.459
Ceuta;02. Bebidas alcohólicas, tabaco y narcóticos;2020;33.754
Ceuta;02. Bebidas alcohólicas, tabaco y narcóticos;2021;34.133
Ceuta;02. Bebidas alcohólicas, tabaco y narcóticos;2022 (P);36.277
Ceuta;03. Artículos de vestir y calzado;2016;56.968
Ceuta;03. Artículos de vestir y calzado;2017;57.507
Ceuta;03. Artículos de vestir y calzado;2018;54.242
Ceuta;03. Artículos de vestir y calzado;2019;52.707
Ceuta;03. Artículos de vestir y calzado;2020;40.274
Ceuta;03. Artículos de vestir y calzado;2021;46.522
Ceuta;03. Artículos de vestir y calzado;2022 (P);53.026
Ceuta;04. Vivienda, agua, electricidad, gas y otros combustibles;2016;197.804
Ceuta;04. Vivienda, agua, electricidad, gas y otros combustibles;2017;200.374
Ceuta;04. Vivienda, agua, electricidad, gas y otros combustibles;2018;203.090
Ceuta;04. Vivienda, agua, electricidad, gas y otros combustibles;2019;203.175
Ceuta;04. Vivienda, agua, electricidad, gas y otros combustibles;2020;204.402
Ceuta;04. Vivienda, agua, electricidad, gas y otros combustibles;2021;220.265
Ceuta;04. Vivienda, agua, electricidad, gas y otros combustibles;2022 (P);230.906
Ceuta;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2016;52.143
Ceuta;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2017;56.407
Ceuta;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2018;53.539
Ceuta;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2019;52.437
Ceuta;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2020;44.733
Ceuta;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2021;51.163
Ceuta;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2022 (P);52.686
Ceuta;06. Salud;2016;41.475
Ceuta;06. Salud;2017;52.559
Ceuta;06. Salud;2018;51.683
Ceuta;06. Salud;2019;54.667
Ceuta;06. Salud;2020;51.579
Ceuta;06. Salud;2021;48.657
Ceuta;06. Salud;2022 (P);47.484
Ceuta;07. Transporte;2016;107.068
Ceuta;07. Transporte;2017;119.873
Ceuta;07. Transporte;2018;115.610
Ceuta;07. Transporte;2019;107.798
Ceuta;07. Transporte;2020;78.930
Ceuta;07. Transporte;2021;102.807
Ceuta;07. Transporte;2022 (P);121.466
Ceuta;08. Información y comunicación;2016;29.671
Ceuta;08. Información y comunicación;2017;31.708
Ceuta;08. Información y comunicación;2018;33.580
Ceuta;08. Información y comunicación;2019;32.218
Ceuta;08. Información y comunicación;2020;32.619
Ceuta;08. Información y comunicación;2021;33.998
Ceuta;08. Información y comunicación;2022 (P);36.407
Ceuta;09. Ocio, deporte y cultura;2016;46.009
Ceuta;09. Ocio, deporte y cultura;2017;52.324
Ceuta;09. Ocio, deporte y cultura;2018;53.981
Ceuta;09. Ocio, deporte y cultura;2019;54.463
Ceuta;09. Ocio, deporte y cultura;2020;35.581
Ceuta;09. Ocio, deporte y cultura;2021;47.443
Ceuta;09. Ocio, deporte y cultura;2022 (P);63.573
Ceuta;10. Servicios para la educación;2016;14.833
Ceuta;10. Servicios para la educación;2017;15.150
Ceuta;10. Servicios para la educación;2018;14.187
Ceuta;10. Servicios para la educación;2019;14.766
Ceuta;10. Servicios para la educación;2020;13.812
Ceuta;10. Servicios para la educación;2021;11.547
Ceuta;10. Servicios para la educación;2022 (P);11.829
Ceuta;11. Restaurantes y servicios de alojamiento;2016;88.130
Ceuta;11. Restaurantes y servicios de alojamiento;2017;104.253
Ceuta;11. Restaurantes y servicios de alojamiento;2018;93.170
Ceuta;11. Restaurantes y servicios de alojamiento;2019;100.929
Ceuta;11. Restaurantes y servicios de alojamiento;2020;60.164
Ceuta;11. Restaurantes y servicios de alojamiento;2021;73.262
Ceuta;11. Restaurantes y servicios de alojamiento;2022 (P);102.807
Ceuta;12. Seguros y servicios financieros;2016;61.231
Ceuta;12. Seguros y servicios financieros;2017;47.678
Ceuta;12. Seguros y servicios financieros;2018;35.669
Ceuta;12. Seguros y servicios financieros;2019;39.775
Ceuta;12. Seguros y servicios financieros;2020;42.555
Ceuta;12. Seguros y servicios financieros;2021;41.994
Ceuta;12. Seguros y servicios financieros;2022 (P);47.774
Ceuta;13. Cuidados personales, protección social y bienes y servicios varios;2016;97.869
Ceuta;13. Cuidados personales, protección social y bienes y servicios varios;2017;73.904
Ceuta;13. Cuidados personales, protección social y bienes y servicios varios;2018;59.071
Ceuta;13. Cuidados personales, protección social y bienes y servicios varios;2019;61.530
Ceuta;13. Cuidados personales, protección social y bienes y servicios varios;2020;58.535
Ceuta;13. Cuidados personales, protección social y bienes y servicios varios;2021;62.852
Ceuta;13. Cuidados personales, protección social y bienes y servicios varios;2022 (P);70.694
Ceuta;Total gasto en consumo final de los hogares interior;2016;952.340
Ceuta;Total gasto en consumo final de los hogares interior;2017;972.432
Ceuta;Total gasto en consumo final de los hogares interior;2018;929.471
Ceuta;Total gasto en consumo final de los hogares interior;2019;935.967
Ceuta;Total gasto en consumo final de los hogares interior;2020;826.564
Ceuta;Total gasto en consumo final de los hogares interior;2021;903.518
Ceuta;Total gasto en consumo final de los hogares interior;2022 (P);1.013.168
Ceuta;P.3. Gasto en consumo final de los hogares;2016;1.041.561
Ceuta;P.3. Gasto en consumo final de los hogares;2017;1.056.366
Ceuta;P.3. Gasto en consumo final de los hogares;2018;1.019.285
Ceuta;P.3. Gasto en consumo final de los hogares;2019;1.035.258
Ceuta;P.3. Gasto en consumo final de los hogares;2020;873.873
Ceuta;P.3. Gasto en consumo final de los hogares;2021;974.548
Ceuta;P.3. Gasto en consumo final de los hogares;2022 (P);1.094.186
Ceuta;P.4. Consumo final efectivo de los hogares;2016;1.329.583
Ceuta;P.4. Consumo final efectivo de los hogares;2017;1.337.673
Ceuta;P.4. Consumo final efectivo de los hogares;2018;1.304.564
Ceuta;P.4. Consumo final efectivo de los hogares;2019;1.341.079
Ceuta;P.4. Consumo final efectivo de los hogares;2020;1.176.500
Ceuta;P.4. Consumo final efectivo de los hogares;2021;1.301.009
Ceuta;P.4. Consumo final efectivo de los hogares;2022 (P);1.425.384
Melilla;01. Alimentos y bebidas no alcohólicas;2016;130.110
Melilla;01. Alimentos y bebidas no alcohólicas;2017;129.861
Melilla;01. Alimentos y bebidas no alcohólicas;2018;132.183
Melilla;01. Alimentos y bebidas no alcohólicas;2019;128.498
Melilla;01. Alimentos y bebidas no alcohólicas;2020;141.513
Melilla;01. Alimentos y bebidas no alcohólicas;2021;131.046
Melilla;01. Alimentos y bebidas no alcohólicas;2022 (P);139.586
Melilla;02. Bebidas alcohólicas, tabaco y narcóticos;2016;35.768
Melilla;02. Bebidas alcohólicas, tabaco y narcóticos;2017;37.364
Melilla;02. Bebidas alcohólicas, tabaco y narcóticos;2018;35.898
